topics,subject,object,label
back propagation neural networks; generative adversarial networks,back propagation neural networks,generative adversarial networks,0
multiagent system; multi agent systems,multiagent system,multi agent systems,2
inter-domain routing; context aware computing,inter-domain routing,context aware computing,3
computation independent model; model-driven architectures,computation independent model,model-driven architectures,1
multicast routing protocols; mobile ad hoc network,multicast routing protocols,mobile ad hoc network,1
binary classification; redundant manipulator,binary classification,redundant manipulator,3
peer-to-peer network; peer-to-peer (p2p),peer-to-peer network,peer-to-peer (p2p),2
manipulators; robotic manipulators,manipulators,robotic manipulators,2
bp neural network; bp neural network model,bp neural network,bp neural network model,2
multiple input multiple outputs; stbc,multiple input multiple outputs,stbc,0
2d video; file system,2d video,file system,3
architectural styles; client-server architectures,architectural styles,client-server architectures,0
equivalence relations; multipath routing,equivalence relations,multipath routing,3
content delivery networks; peer-to-peer systems,content delivery networks,peer-to-peer systems,1
manipulator systems; context-awareness,manipulator systems,context-awareness,3
dempster-shafer; dempster-shafer theory of evidence,dempster-shafer,dempster-shafer theory of evidence,0
free space optical communication; service robot,free space optical communication,service robot,3
k-means clustering algorithm; k-means algorithms,k-means clustering algorithm,k-means algorithms,1
gene product; query languages,gene product,query languages,3
nearest neighbors; knn,nearest neighbors,knn,2
optimized evolution; computer arithmetic,optimized evolution,computer arithmetic,3
incremental development; software development life cycle,incremental development,software development life cycle,1
lstm; back-propagation neural network,lstm,back-propagation neural network,1
broadband networks; uwb systems,broadband networks,uwb systems,0
robot interactions; interference coordination,robot interactions,interference coordination,3
range queries; super resolutions,range queries,super resolutions,3
design automation; computer aided design (cad),design automation,computer aided design (cad),1
context information; collaborative filtering algorithms,context information,collaborative filtering algorithms,3
performance analysis; architecture analysis,performance analysis,architecture analysis,1
computational biology; unified medical language systems,computational biology,unified medical language systems,0
computer communication networks; p2p networks,computer communication networks,p2p networks,0
reasoning problems; reasoning tasks,reasoning problems,reasoning tasks,2
decision tree; hownet,decision tree,hownet,3
planning algorithms; on-chip networks,planning algorithms,on-chip networks,3
design projects; communication channels (information theory),design projects,communication channels (information theory),3
pressurized water reactors; field-programmable gate arrays,pressurized water reactors,field-programmable gate arrays,3
haptic systems; haptic i/o,haptic systems,haptic i/o,0
ad hoc network; vehicular ad-hoc networks,ad hoc network,vehicular ad-hoc networks,0
phylogenetic trees; multicast algorithms,phylogenetic trees,multicast algorithms,3
hypervolume; broker pattern,hypervolume,broker pattern,3
pi controller; set-point tracking,pi controller,set-point tracking,0
wearable; sensor,wearable,sensor,1
microphone arrays; ls-svm,microphone arrays,ls-svm,3
hardware; digital storage,hardware,digital storage,0
artificial intelligence; multiagent system,artificial intelligence,multiagent system,0
auto encoders; web-page,auto encoders,web-page,3
unified modeling language; uml sequence diagrams,unified modeling language,uml sequence diagrams,0
e-commerce; electronic cash,e-commerce,electronic cash,0
e-commerce systems; adder,e-commerce systems,adder,3
multicast routing protocols; multicast trees,multicast routing protocols,multicast trees,1
dense disparity maps; microrobot,dense disparity maps,microrobot,3
collaborative filtering algorithms; collaborative filtering,collaborative filtering algorithms,collaborative filtering,2
needle insertion; east-adl,needle insertion,east-adl,3
infra-red sensor; infrared sensors,infra-red sensor,infrared sensors,2
ofdm signal; systems biology,ofdm signal,systems biology,3
video processing; multi-view video,video processing,multi-view video,0
software architecture assessment; architecting,software architecture assessment,architecting,1
semantic search engines; search engine,semantic search engines,search engine,1
commonsense reasoning; commonsense computing,commonsense reasoning,commonsense computing,2
